Postcode,Latitude,Longitude
EX21,50.8034,-4.20874
EX22,50.8265,-4.36682
EX23,50.8249,-4.53396
EX24,50.7375,-3.08714
EX31,51.0853,-4.06788
EX32,51.0733,-4.02749
EX33,51.1127,-4.16646
EX34,51.1992,-4.10841
EX35,51.2247,-3.82948
EX36,51.017,-3.80071
EX37,50.9793,-3.95553
EX38,50.9451,-4.15135
EX39,51.016,-4.24235
FK1,55.9889,-3.79285
FK2,56.0053,-3.75817
FK3,56.012,-3.72041
FK4,55.9976,-3.90749
FK5,56.0256,-3.82065
FK6,56.0217,-3.9144
FK7,56.0997,-3.91822
FK8,56.129,-4.03386
FK9,56.1416,-3.94122
FK10,56.115,-3.78341
FK11,56.1499,-3.85116
FK12,56.1521,-3.80153
FK13,56.1502,-3.74249
FK14,56.163,-3.66604
FK15,56.1999,-3.95234
FK16,56.1911,-4.05909
FK17,56.2405,-4.21939
FK18,56.3161,-4.31649
FK19,56.3733,-4.31128
FK20,56.4074,-4.61057
FK21,56.4663,-4.32062
FY0,53.7546,-3.00814
FY1,53.8162,-3.04836
FY2,53.8444,-3.04024
FY3,53.8211,-3.02265
FY4,53.792,-3.03018
FY5,53.8735,-3.02417
FY6,53.865,-2.98038
FY7,53.9166,-3.02544
FY8,53.7505,-3.00692
G1,55.8605,-4.24908
G2,55.8635,-4.2559
G3,55.8664,-4.27021
G4,55.8681,-4.25136
G5,55.8477,-4.25387
G9,55.8687,-4.24226
G11,55.8736,-4.31332
G12,55.8797,-4.30204
G13,55.8927,-4.3473
G14,55.8801,-4.35056
G15,55.9104,-4.36696
G20,55.8856,-4.28205
G21,55.8805,-4.22285
G22,55.8896,-4.2526
G23,55.9025,-4.28521
G31,55.8561,-4.20923
G32,55.8487,-4.16633
G33,55.8733,-4.1651
G34,55.8679,-4.11269
G40,55.8473,-4.22075
G41,55.8387,-4.2816
G42,55.8342,-4.25873
G43,55.8186,-4.29261
G44,55.8141,-4.25781
G45,55.8046,-4.23307
G46,55.8044,-4.30695
G51,55.8574,-4.31313
G52,55.8497,-4.35336
G53,55.8208,-4.35227
G58,55.8582,-4.2595
G59,,
G60,55.9179,-4.44253
G61,55.9192,-4.33015
G62,55.9426,-4.32068
G63,56.0428,-4.37091
G64,55.911,-4.21797
G65,55.9721,-4.09972
G66,55.9403,-4.15441
G67,55.9479,-3.98569
G68,55.9532,-4.01084
G69,55.8745,-4.10256
G70,55.9501,-3.98759
G71,55.822,-4.07593
G72,55.8047,-4.13068
G73,55.8219,-4.20636
G74,55.7678,-4.17807
G75,55.7509,-4.19633
G76,55.7783,-4.27337
G77,55.7737,-4.33181
G78,55.7936,-4.40863
G79,55.771,-4.22308
G80,55.8686,-4.2419
G81,55.912,-4.40714
G82,55.9509,-4.57335
G83,56.0115,-4.5872
G84,56.0138,-4.7544
G90,55.8691,-4.24071
GIR,,
GL1,51.8567,-2.24577
GL2,51.8417,-2.26937
GL3,51.86,-2.18026
GL4,51.8428,-2.21889
GL5,51.7393,-2.22121
GL6,51.7386,-2.19941
GL7,51.7111,-1.90648
GL8,51.6416,-2.169
GL9,51.5611,-2.29355
GL10,51.7448,-2.28353
GL11,51.6927,-2.35754
GL12,51.6275,-2.38566
GL13,51.693,-2.45374
GL14,51.8188,-2.48444
GL15,51.7347,-2.54934
GL16,51.7952,-2.61332
GL17,51.8549,-2.50803
GL18,51.9399,-2.41357
GL19,51.9384,-2.28432
GL20,52.0027,-2.13085
GL50,51.9015,-2.08149
GL51,51.8967,-2.10829
GL52,51.9225,-2.06078
GL53,51.882,-2.06922
GL54,51.8985,-1.86455
GL55,52.062,-1.77128
GL56,51.9903,-1.704
GU1,51.2431,-0.570138
GU2,51.2448,-0.593011
GU3,51.2472,-0.621237
GU4,51.243,-0.546742
GU5,51.2063,-0.522145
GU6,51.1408,-0.485042
GU7,51.1889,-0.610708
GU8,51.152,-0.639675
GU9,51.2179,-0.795964
GU10,51.1988,-0.796631
GU11,51.2499,-0.762491
GU12,51.2516,-0.732754
GU13,51.2751,-0.838673
GU14,51.2909,-0.761432
GU15,51.3355,-0.750789
GU16,51.3134,-0.730797
GU17,51.3363,-0.806236
GU18,51.3475,-0.663173
GU19,51.3591,-0.689663
GU20,51.3632,-0.648121
GU21,51.3199,-0.577133
GU22,51.3135,-0.553261
GU23,51.2975,-0.51137
GU24,51.3301,-0.625441
GU25,51.4013,-0.569507
GU26,51.1102,-0.74618
GU27,51.0836,-0.722385
GU28,50.991,-0.62823
GU29,50.9845,-0.746484
GU30,51.0758,-0.803904
GU31,50.9978,-0.908422
GU32,51.0078,-0.960959
GU33,51.0477,-0.893736
GU34,51.1406,-0.984796
GU35,51.1167,-0.851836
GU46,51.3385,-0.824117
GU47,51.3475,-0.793341
GU51,51.2851,-0.839768
GU52,51.2658,-0.838285
GU95,51.3263,-0.763075
GY1,49.4669,-2.54798
GY2,49.4849,-2.54095
GY3,49.4928,-2.52725
GY4,49.4336,-2.55937
GY5,49.4633,-2.59664
GY6,49.4512,-2.5696
GY7,49.4472,-2.63552
GY8,49.4249,-2.60752
GY9,49.7147,-2.20572
GY10,49.4342,-2.35382
HA0,51.5501,-0.304693
HA1,51.5815,-0.336176
HA2,51.5759,-0.354522
HA3,51.5914,-0.323107
HA4,51.5708,-0.410397
HA5,51.5946,-0.385879
HA6,51.61,-0.420512
HA7,51.6096,-0.306843
HA8,51.6116,-0.275264
HA9,51.5586,-0.289978
HD1,53.6469,-1.78634
HD2,53.667,-1.7768
HD3,53.6529,-1.83057
HD4,53.6272,-1.79747
HD5,53.6475,-1.74879
HD6,53.7016,-1.78283
HD7,53.5991,-1.82965
HD8,53.6004,-1.67494
HD9,53.5792,-1.79581
HG1,53.9998,-1.53249
HG2,53.9877,-1.52809
HG3,54.0303,-1.61418
HG4,54.1539,-1.55908
HG5,54.0132,-1.45912
HP1,51.7552,-0.478783
HP2,51.7621,-0.454381
HP3,51.7372,-0.471795
HP4,51.7666,-0.56783
HP5,51.7131,-0.608601
HP6,51.6774,-0.601661
HP7,51.6663,-0.610476
HP8,51.6446,-0.576019
HP9,51.6103,-0.641855
HP10,51.6108,-0.710588
HP11,51.6254,-0.746593
HP12,51.6247,-0.777886
HP13,51.633,-0.741466
HP14,51.6488,-0.825653
HP15,51.6534,-0.71743
HP16,51.7025,-0.717832
HP17,51.7498,-0.852872
HP18,51.8167,-0.96032
HP19,51.8238,-0.826378
HP20,51.8196,-0.807472
HP21,51.8068,-0.806169
HP22,51.8012,-0.769269
HP23,51.795,-0.662545
HP27,51.7218,-0.831404
HR1,52.0544,-2.6936
HR2,52.0132,-2.77829
HR3,52.0921,-3.06832
HR4,52.0848,-2.76105
HR5,52.1959,-3.02944
HR6,52.2318,-2.76863
HR7,52.1846,-2.52493
HR8,52.0439,-2.44183
HR9,51.9083,-2.58153
HS1,58.212,-6.38135
HS2,58.2495,-6.45863
HS3,57.8829,-6.84845
HS4,57.8685,-6.6899
HS5,57.7969,-6.96605
HS6,57.6027,-7.29905
HS7,57.4514,-7.34527
HS8,57.2319,-7.34661
HS9,56.9673,-7.47958
HU1,53.743,-0.336993
HU2,53.7497,-0.337062
HU3,53.7413,-0.365462
HU4,53.7363,-0.399618
HU5,53.7595,-0.374538
HU6,53.7809,-0.368834
HU7,53.7889,-0.330777
HU8,53.7678,-0.304929
HU9,53.7534,-0.296618
HU10,53.7478,-0.440545
HU11,53.8306,-0.237023
HU12,53.7244,-0.135693
HU13,53.7247,-0.437776
HU14,53.7275,-0.487891
HU15,53.7474,-0.619499
HU16,53.7814,-0.422177
HU17,53.8459,-0.424771
HU18,53.9086,-0.170253
HU19,53.7234,0.0340788
HU20,53.7874,-0.501946
HU55,,
HX1,53.7218,-1.8677
HX2,53.7384,-1.9042
HX3,53.7264,-1.8458
HX4,53.6806,-1.8798
HX5,53.6864,-1.83615
HX6,53.6985,-1.92339
HX7,53.7393,-2.00905
IG1,51.5592,0.0727343
IG2,51.5733,0.0794319
IG3,51.5625,0.0977782
IG4,51.5772,0.0549481
IG5,51.5859,0.0646659
IG6,51.5919,0.0870758
IG7,51.6138,0.0877133
IG8,51.612,0.0374204
IG9,51.624,0.0389529
IG10,51.6483,0.0656096
IG11,51.5348,0.0918733
IM1,54.1548,-4.48399
IM2,54.1721,-4.47897
IM3,54.2035,-4.4789
IM4,54.2056,-4.42316
IM5,54.2173,-4.69203
IM6,54.2708,-4.58148
IM7,54.3164,-4.5328
IM8,54.334,-4.38964
IM9,54.1133,-4.69514
IP1,52.0628,1.14222
IP2,52.0462,1.1345
IP3,52.0421,1.18505
IP4,52.0596,1.17574
IP5,52.0615,1.23886
IP6,52.1287,1.11115
IP7,52.0659,0.950185
IP8,52.0629,1.08288
IP9,51.9932,1.14642
IP10,52.0074,1.28299
IP11,51.967,1.33435
IP12,52.0938,1.36394
IP13,52.1856,1.32115
IP14,52.2043,1.0276
IP15,52.1591,1.59454
IP16,52.2044,1.58325
IP17,52.23,1.5015
IP18,52.3306,1.66875
IP19,52.3408,1.49481
IP20,52.4058,1.31828
IP21,52.3656,1.22956
IP22,52.3778,1.0719
IP23,52.3139,1.12015
IP24,52.4194,0.756745
IP25,52.5796,0.8353
IP26,52.5059,0.576834
IP27,52.43,0.583704
IP28,52.3281,0.536153
IP29,52.1955,0.662853
IP30,52.2119,0.838359
IP31,52.2882,0.825884
IP32,52.2539,0.718588
IP33,52.2433,0.713699
IP98,52.3766,1.11066
IV1,57.4789,-4.19995
IV2,57.4686,-4.18951
IV3,57.4633,-4.27177
IV4,57.4511,-4.52423
IV5,57.4688,-4.41061
IV6,57.5213,-4.46065
IV7,57.5841,-4.3922
IV8,57.5548,-4.26511
IV9,57.5695,-4.17737
IV10,57.5849,-4.12636
IV11,57.6777,-4.03842
IV12,57.5749,-3.86549
IV13,57.3455,-4.02625
IV14,57.5854,-4.54777
IV15,57.5986,-4.43117
IV16,57.6603,-4.34375
IV17,57.6986,-4.25568
IV18,57.7008,-4.15636
IV19,57.8046,-4.06045
IV20,57.7899,-3.90968
IV21,57.7244,-5.71825
IV22,57.7367,-5.50392
IV23,57.7734,-5.03424
IV24,57.891,-4.35645
IV25,57.8885,-4.04051
IV26,57.9198,-5.18505
IV27,58.2709,-4.7955
IV28,58.0077,-4.15773
IV30,57.6536,-3.3276
IV31,57.7169,-3.29074
IV32,57.6309,-3.11385
IV33,57.5312,-3.21093
IV34,57.4679,-3.28995
IV35,57.4687,-3.35631
IV36,57.6101,-3.60744
IV40,57.2833,-5.66454
IV41,57.2743,-5.7336
IV42,57.2354,-5.83873
IV43,57.1496,-5.84605
IV44,57.1027,-5.88101
IV45,57.0725,-5.9041
IV46,57.1091,-5.9782
IV47,57.2961,-6.34571
IV48,57.2935,-6.09745
IV49,57.2294,-5.94214
IV51,57.484,-6.24888
IV52,57.3364,-5.65234
IV53,57.3442,-5.55498
IV54,57.4289,-5.61024
IV55,57.457,-6.61007
IV56,57.3703,-6.44026
IV63,57.3184,-4.50899
IV99,57.4813,-4.22395
JE2,49.1995,-2.08378
JE3,49.2375,-2.22265
KA1,55.5971,-4.49703
KA2,55.5966,-4.56156
KA3,55.643,-4.49691
KA4,55.5996,-4.38482
KA5,55.5092,-4.38436
KA6,55.4176,-4.50879
KA7,55.4504,-4.63093
KA8,55.4715,-4.61378
KA9,55.4985,-4.60589
KA10,55.5496,-4.64989
KA11,55.6178,-4.62971
KA12,55.6179,-4.66599
KA13,55.6553,-4.70029
KA14,55.7405,-4.67135
KA15,55.7484,-4.6269
KA16,55.6072,-4.33404
KA17,55.6102,-4.29397
KA18,55.4509,-4.24217
KA19,55.3465,-4.67002
KA20,55.6407,-4.75343
KA21,55.6413,-4.78471
KA22,55.6487,-4.80765
KA23,55.6891,-4.85306
KA24,55.7096,-4.7163
KA25,55.7522,-4.68923
KA26,55.2202,-4.83617
KA27,55.5407,-5.1694
KA28,55.7545,-4.92463
KA29,55.7566,-4.8543
KA30,55.7967,-4.8638
KT1,51.4071,-0.297615
KT2,51.4162,-0.290936
KT3,51.3997,-0.256909
KT4,51.3787,-0.243186
KT5,51.3928,-0.287919
KT6,51.3897,-0.300625
KT7,51.3902,-0.32897
KT8,51.4016,-0.366912
KT9,51.3648,-0.303188
KT10,51.3714,-0.357296
KT11,51.3283,-0.404773
KT12,51.3774,-0.408799
KT13,51.3692,-0.45153
KT14,51.3402,-0.48635
KT15,51.3651,-0.494472
KT16,51.3841,-0.514275
KT17,51.3397,-0.253243
KT18,51.319,-0.263666
KT19,51.3502,-0.269417
KT20,51.2872,-0.231892
KT21,51.3109,-0.302938
KT22,51.3006,-0.337557
KT23,51.2819,-0.370941
KT24,51.2692,-0.430366
KW1,58.456,-3.11842
KW2,58.3482,-3.16371
KW3,58.3061,-3.28233
KW5,58.2841,-3.38687
KW6,58.2504,-3.44419
KW7,58.1868,-3.5018
KW8,58.1149,-3.66691
KW9,58.0135,-3.85925
KW10,57.9744,-3.97801
KW11,58.3079,-4.13591
KW12,58.5071,-3.49276
KW13,58.4784,-3.89505
KW14,58.5887,-3.55496
KW15,58.9804,-2.95996
KW16,58.9591,-3.27613
KW17,59.0306,-3.00543
KY1,56.127,-3.14069
KY2,56.1223,-3.18292
KY3,56.063,-3.23234
KY4,56.1138,-3.36169
KY5,56.1445,-3.29533
KY6,56.1966,-3.19664
KY7,56.2103,-3.15511
KY8,56.1972,-3.01234
KY9,56.2089,-2.83716
KY10,56.2299,-2.70082
KY11,56.0495,-3.41201
KY12,56.0759,-3.48802
KY13,56.2082,-3.43153
KY14,56.311,-3.23253
KY15,56.3009,-3.0511
KY16,56.3415,-2.81966
KY99,56.0547,-3.43743
L1,53.4024,-2.98035
L2,53.4068,-2.99014
L3,53.4087,-2.98552
L4,53.4378,-2.96201
L5,53.4248,-2.97766
L6,53.4186,-2.95323
L7,53.4055,-2.95028
L8,53.3902,-2.96415
L9,53.4613,-2.95226
L10,53.4736,-2.92834
L11,53.4473,-2.91461
L12,53.4344,-2.89691
L13,53.4151,-2.92167
L14,53.4193,-2.88156
L15,53.3973,-2.92268
L16,53.3981,-2.89274
L17,53.3786,-2.9423
L18,53.3805,-2.90949
L19,53.3582,-2.90315
L20,53.4523,-2.98997
L21,53.4707,-3.00024
L22,53.4767,-3.02746
L23,53.4891,-3.02425
L24,53.3444,-2.84316
L25,53.3789,-2.86397
L26,53.3655,-2.83584
L27,53.388,-2.84034
L28,53.4352,-2.86652
L29,53.5052,-2.98801
L30,53.4819,-2.9718
L31,53.5133,-2.93851
L32,53.4786,-2.88938
L33,53.4886,-2.87605
L34,53.4349,-2.81508
L35,53.4164,-2.78534
L36,53.4143,-2.84158
L37,53.5568,-3.0635
L38,53.5284,-3.05248
L39,53.563,-2.89353
L40,53.5984,-2.84733
L41,53.3943,-3.03082
L42,53.3745,-3.02267
L43,53.385,-3.0594
L44,53.4149,-3.03642
L45,53.4289,-3.05112
L46,53.4043,-3.11065
L47,53.3965,-3.1687
L48,53.3702,-3.16987
L49,53.3811,-3.10403
L60,53.3268,-3.09679
L61,53.3485,-3.10172
L62,53.335,-2.98243
L63,53.344,-3.01293
L64,53.2879,-3.0487
L65,53.2775,-2.90145
L66,53.2763,-2.93585
L67,53.4057,-2.96781
L68,53.4532,-2.96644
L69,53.4011,-2.97534
L70,53.4094,-2.97318
L71,53.4222,-2.97479
L72,53.4786,-2.98369
L73,53.3803,-2.97643
L74,53.3931,-2.98828
L75,53.4422,-2.98456
L80,53.4692,-2.96908
LA1,54.047,-2.80026
LA2,54.0661,-2.67404
LA3,54.0519,-2.87803
LA4,54.0704,-2.85471
LA5,54.1429,-2.78968
LA6,54.1748,-2.6167
LA7,54.2259,-2.77313
LA8,54.3233,-2.76015
LA9,54.3262,-2.74401
LA10,54.3149,-2.49755
LA11,54.1994,-2.92396
LA12,54.2024,-3.08408
LA13,54.1183,-3.19925
LA14,54.1179,-3.2306
LA15,54.1558,-3.17964
LA16,54.1847,-3.20272
LA17,54.2402,-3.17505
LA18,54.2151,-3.2754
LA19,54.2892,-3.37165
LA20,54.2926,-3.20689
LA21,54.3646,-3.07161
LA22,54.4207,-2.98492
LA23,54.3726,-2.91265
LD1,52.2577,-3.36782
LD2,52.1437,-3.39485
LD3,51.958,-3.37453
LD4,52.1172,-3.55838
LD5,52.1272,-3.615
LD6,52.3089,-3.50936
LD7,52.3495,-3.08807
LD8,52.2668,-3.05024
LE1,52.6334,-1.13243
LE2,52.6112,-1.11798
LE3,52.6267,-1.18144
LE4,52.6627,-1.12265
LE5,52.6364,-1.09523
LE6,52.7134,-1.36361
LE7,52.6851,-1.07051
LE8,52.5641,-1.10655
LE9,52.5724,-1.27138
LE10,52.5375,-1.37062
LE11,52.7703,-1.22168
LE12,52.7685,-1.19222
LE13,52.7666,-0.883903
LE14,52.783,-0.896647
LE15,52.6594,-0.706462
LE16,52.4853,-0.899291
LE17,52.4671,-1.18136
LE18,52.5833,-1.11134
LE19,52.5871,-1.21305
LE21,52.631,-1.12966
LE41,52.6372,-1.15156
LE55,52.7314,-1.40737
LE65,52.7486,-1.46995
LE67,52.716,-1.36284
LE87,52.6314,-1.13201
LE94,52.4837,-0.905523
LE95,52.6062,-1.19056
LE99,,
LL11,53.059,-3.0268
LL12,53.0861,-2.99031
LL13,53.0363,-2.96341
LL14,52.9924,-3.05253
LL15,53.1053,-3.31516
LL16,53.1852,-3.43068
LL17,53.2553,-3.43865
LL18,53.3118,-3.47765
LL19,53.3314,-3.41083
LL20,52.961,-3.16225
LL21,52.9887,-3.40819
LL22,53.2718,-3.59145
LL23,52.9059,-3.60224
LL24,53.0605,-3.78661
LL25,53.0545,-3.87914
LL26,53.1392,-3.78745
LL27,53.1482,-3.82717
LL28,53.2889,-3.75913
LL29,53.2908,-3.71283
LL30,53.3173,-3.81805
LL31,53.2912,-3.81085
LL32,53.2616,-3.84
LL33,53.2499,-3.98368
LL34,53.2714,-3.91331
LL35,52.5473,-4.0408
LL36,52.603,-4.06596
LL37,52.6711,-4.07056
LL38,52.699,-4.03761
LL39,52.7129,-4.0009
LL40,52.7552,-3.87672
LL41,52.9699,-3.9387
LL42,52.7262,-4.05391
LL43,52.7746,-4.09241
LL44,52.7874,-4.09533
LL45,52.8201,-4.09708
LL46,52.8563,-4.10778
LL47,52.9021,-4.06245
LL48,52.9355,-4.07113
LL49,52.929,-4.13834
LL51,52.9728,-4.23646
LL52,52.9248,-4.23742
LL53,52.8845,-4.48771
LL54,53.0605,-4.28602
LL55,53.1343,-4.21157
LL56,53.1877,-4.20004
LL57,53.2099,-4.11659
LL58,53.2791,-4.10082
LL59,53.2343,-4.15917
LL60,53.216,-4.26809
LL61,53.1969,-4.25958
LL62,53.2112,-4.38604
LL63,53.2195,-4.47074
LL64,53.2291,-4.51482
LL65,53.3011,-4.57536
LL66,53.3808,-4.40577
LL67,53.4112,-4.45637
LL68,53.3985,-4.3751
LL69,53.3863,-4.31969
LL70,53.3638,-4.28796
LL71,53.3272,-4.36882
LL72,53.3441,-4.24573
LL73,53.3353,-4.24497
LL74,53.315,-4.23415
LL75,53.2835,-4.2211
LL76,53.3009,-4.23932
LL77,53.2592,-4.31217
LL78,53.3172,-4.26317
LN1,53.2566,-0.586092
LN2,53.2595,-0.510366
LN3,53.2805,-0.339509
LN4,53.1534,-0.391544
LN5,53.188,-0.55272
LN6,53.2025,-0.59718
LN7,53.4894,-0.341501
LN8,53.3758,-0.329218
LN9,53.2159,-0.111706
LN10,53.1575,-0.215729
LN11,53.3723,0.0224612
LN12,53.3297,0.262784
LN13,53.2646,0.18276
LS1,53.7974,-1.55307
LS2,53.8015,-1.54734
LS3,53.8014,-1.56313
LS4,53.8085,-1.58275
LS5,53.8182,-1.60247
LS6,53.8185,-1.56626
LS7,53.8177,-1.5405
LS8,53.8215,-1.51247
LS9,53.7988,-1.51173
LS10,53.7652,-1.53189
LS11,53.7782,-1.55671
LS12,53.7914,-1.5953
LS13,53.8111,-1.63496
LS14,53.8269,-1.45847
LS15,53.8066,-1.44634
LS16,53.8509,-1.60425
LS17,53.8583,-1.52906
LS18,53.8409,-1.64462
LS19,53.8608,-1.68587
LS20,53.8734,-1.71375
LS21,53.9101,-1.68285
LS22,53.9318,-1.39248
LS23,53.9067,-1.35248
LS24,53.8711,-1.25505
LS25,53.7864,-1.32496
LS26,53.757,-1.44279
LS27,53.749,-1.60478
LS28,53.8015,-1.66908
LS29,53.9195,-1.80411
LS88,53.7518,-1.53522
LS98,53.7735,-1.53214
LS99,53.7664,-1.50424
LU1,51.8764,-0.424721
LU2,51.8908,-0.397831
LU3,51.906,-0.442775
LU4,51.8985,-0.465205
LU5,51.9078,-0.515822
LU6,51.881,-0.532696
LU7,51.9109,-0.661592
LU95,51.9137,-0.66278
M1,53.4777,-2.23678
M2,53.4803,-2.24466
M3,53.4835,-2.25229
M4,53.4849,-2.23071
M5,53.4797,-2.28553
M6,53.4916,-2.29576
M7,53.5043,-2.26174
M8,53.509,-2.24089
M9,53.5216,-2.2144
M10,53.5028,-2.1939
M11,53.4784,-2.18318
M12,53.4657,-2.2059
M13,53.4622,-2.21718
M14,53.4468,-2.22506
M15,53.4663,-2.25265
M16,53.456,-2.26513
M17,53.4692,-2.31555
M18,53.4616,-2.17281
M19,53.4377,-2.19552
M20,53.4251,-2.23167
M21,53.4389,-2.27341
M22,53.385,-2.26126
M23,53.3972,-2.28656
M24,53.5522,-2.19889
M25,53.5332,-2.27995
M26,53.5621,-2.3339
M27,53.5122,-2.33814
M28,53.5164,-2.39818
M29,53.515,-2.47026
M30,53.4759,-2.36738
M31,53.4428,-2.38119
M32,53.4501,-2.30834
M33,53.4226,-2.32479
M34,53.4548,-2.11601
M35,53.4978,-2.1527
M38,53.5299,-2.42026
M40,53.5027,-2.19392
M41,53.4511,-2.36267
M43,53.4831,-2.14919
M44,53.4407,-2.42714
M45,53.5446,-2.2897
M46,53.5255,-2.49219
M50,53.4766,-2.29012
M52,53.4504,-2.21543
M60,53.4847,-2.23313
M61,53.4864,-2.22933
M90,53.3638,-2.27549
M99,53.4858,-2.22905
ME1,51.3754,0.499495
ME2,51.3913,0.484728
ME3,51.4313,0.546501
ME4,51.3814,0.528068
ME5,51.3522,0.531673
ME6,51.3245,0.439254
ME7,51.3804,0.554739
ME8,51.3622,0.595092
ME9,51.3359,0.72358
ME10,51.3427,0.735621
ME11,51.4136,0.748313
ME12,51.4247,0.798387
ME13,51.3056,0.894353
ME14,51.2753,0.539254
ME15,51.2549,0.532872
ME16,51.2734,0.498649
ME17,51.2365,0.602262
ME18,51.2442,0.423108
ME19,51.293,0.410955
ME20,51.3059,0.459177
ME99,51.2858,0.518079
MK1,52.007,-0.726907
MK2,51.9919,-0.725556
MK3,51.9952,-0.749978
MK4,52.0047,-0.777126
MK5,52.0195,-0.777046
MK6,52.0292,-0.739285
MK7,52.0206,-0.692476
MK8,52.0358,-0.808581
MK9,52.0395,-0.750747
MK10,52.0377,-0.695246
MK11,52.0498,-0.835344
MK12,52.0571,-0.817984
MK13,52.0522,-0.789541
MK14,52.0597,-0.768724
MK15,52.0558,-0.726377
MK16,52.0882,-0.721006
MK17,52.0004,-0.698754
MK18,51.9803,-0.971053
MK19,52.0719,-0.851522
MK40,52.1374,-0.474716
MK41,52.1504,-0.450677
MK42,52.119,-0.473337
MK43,52.1163,-0.549606
MK44,52.1882,-0.430398
MK45,52.0301,-0.472779
MK46,52.1535,-0.695736
MK77,52.0411,-0.816062
MK98,52.0555,-0.76028
ML1,55.7977,-3.97718
ML2,55.7766,-3.91562
ML3,55.771,-4.05286
ML4,55.8187,-4.02141
ML5,55.8597,-4.03069
ML6,55.8678,-3.96333
ML7,55.8298,-3.79542
ML8,55.7279,-3.83807
ML9,55.7255,-3.96854
ML10,55.6845,-4.06196
ML11,55.6663,-3.78847
ML12,55.5736,-3.58824
N1,51.5376,-0.0982198
N1C,51.5366,-0.125884
N1P,51.539,-0.103398
N2,51.5903,-0.168621
N3,51.6004,-0.194108
N4,51.5706,-0.104925
N5,51.5538,-0.0985863
N6,51.5715,-0.14082
N7,51.554,-0.118062
N8,51.5824,-0.120065
N9,51.6278,-0.0588757
N10,51.5939,-0.144308
N11,51.614,-0.137609
N12,51.6154,-0.178482
N13,51.621,-0.103722
N14,51.6333,-0.129984
N15,51.5806,-0.0862699
N16,51.5644,-0.0768038
N17,51.5973,-0.0710604
N18,51.6137,-0.0647833
N19,51.5654,-0.128146
N20,51.6296,-0.174736
N21,51.6354,-0.0996172
N22,51.6,-0.114131
N81,51.5798,-0.0971106
NE1,54.9725,-1.61302
NE2,54.9862,-1.6065
NE3,55.0098,-1.63355
NE4,54.9728,-1.64378
NE5,54.9954,-1.68884
NE6,54.9772,-1.56745
NE7,54.9973,-1.57967
NE8,54.9564,-1.60495
NE9,54.9316,-1.58774
NE10,54.9484,-1.557
NE11,54.9401,-1.63184
NE12,55.0257,-1.57015
NE13,55.0416,-1.64747
NE15,54.9834,-1.71955
NE16,54.9349,-1.69347
NE17,54.9161,-1.81895
NE18,55.0386,-1.86038
NE19,55.1794,-2.09487
NE20,55.0523,-1.77807
NE21,54.9588,-1.7197
NE22,55.1373,-1.58403
NE23,55.0838,-1.58501
NE24,55.1227,-1.52132
NE25,55.0496,-1.48882
NE26,55.0472,-1.46114
NE27,55.0308,-1.51173
NE28,55.0009,-1.51876
NE29,55.0118,-1.46958
NE30,55.0198,-1.44288
NE31,54.9718,-1.51235
NE32,54.9698,-1.48443
NE33,54.9921,-1.43125
NE34,54.9728,-1.42325
NE35,54.9529,-1.4628
NE36,54.9475,-1.44337
NE37,54.9114,-1.52839
NE38,54.895,-1.52584
NE39,54.9259,-1.75806
NE40,54.966,-1.7703
NE41,54.9756,-1.82162
NE42,54.9624,-1.8539
NE43,54.9496,-1.90173
NE44,54.9441,-1.98049
NE45,54.9767,-2.01848
NE46,54.9779,-2.1043
NE47,54.9303,-2.24735
NE48,55.132,-2.26727
NE49,54.9665,-2.46086
NE61,55.1776,-1.6861
NE62,55.1613,-1.59291
NE63,55.1774,-1.56167
NE64,55.184,-1.51665
NE65,55.3108,-1.74059
NE66,55.427,-1.72688
NE67,55.5346,-1.69343
NE68,55.5722,-1.66056
NE69,55.6049,-1.71866
NE70,55.5919,-1.81613
NE71,55.553,-2.04072
NE82,54.9394,-1.615
NE83,54.9343,-1.61563
NE85,54.9287,-1.59962
NE88,54.9473,-1.61193
NE89,54.9007,-1.53613
NE92,54.9418,-1.61497
NE98,54.9729,-1.59958
NE99,54.9679,-1.61485
NG1,52.9546,-1.1475
NG2,52.9374,-1.13726
NG3,52.9678,-1.13018
NG4,52.971,-1.08694
NG5,52.9969,-1.14347
NG6,52.9973,-1.1915
NG7,52.9584,-1.17831
NG8,52.9636,-1.2148
NG9,52.9263,-1.23282
NG10,52.8998,-1.28214
NG11,52.8999,-1.17377
NG12,52.9103,-1.06048
NG13,52.9485,-0.926363
NG14,53.0133,-1.0422
NG15,53.045,-1.20277
NG16,53.0265,-1.29835
NG17,53.116,-1.26119
NG18,53.1408,-1.18587
NG19,53.16,-1.19774
NG20,53.2083,-1.18548
NG21,53.1429,-1.10662
NG22,53.1773,-0.970149
NG23,53.1138,-0.80056
NG24,53.0706,-0.801721
NG25,53.0742,-0.950957
NG31,52.9133,-0.641683
NG32,52.9468,-0.651644
NG33,52.8207,-0.583416
NG34,52.9878,-0.395131
NG70,53.1541,-1.18736
NG80,52.9357,-1.19202
NG90,52.9266,-1.19278
NN1,52.2416,-0.891241
NN2,52.2594,-0.882547
NN3,52.2626,-0.844025
NN4,52.2211,-0.897917
NN5,52.2455,-0.931616
NN6,52.3203,-0.945349
NN7,52.2152,-0.920195
NN8,52.2981,-0.692433
NN9,52.3128,-0.614946
NN10,52.293,-0.599107
NN11,52.2442,-1.17422
